SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,FACE VALUE,Index,BSE_Security_Code,Listed_Company_Name,Ticker_Symbol,Official_Issuer_Name,Listing_Status,Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,Instrument,ISIN
LIKHITHA,Likhitha Infrastructure Limited,EQ,15-OCT-2020,5,1,5,,,,,,,,,,,,,,,INE060901027
NAVNETEDUL,Navneet Education Limited,EQ,08-FEB-1995,2,1,2,,,,,,,,,,,,,,,INE060A01024
KHANDSE,Khandwala Securities Limited,EQ,07-FEB-2001,10,1,10,,,,,,,,,,,,,,,INE060B01014
FLEXITUFF,Flexituff Ventures International Limited,EQ,19-OCT-2011,10,1,10,,,,,,,,,,,,,,,INE060J01017
DEVIT,Dev Information Technology Limited,EQ,15-FEB-2022,2,1,2,,,,,,,,,,,,,,,INE060X01034
INDIANCARD,Indian Card Clothing Company Limited,EQ,08-JAN-1997,10,1,10,,,,,,,,,,,,,,,INE061A01014
FORTIS,Fortis Healthcare Limited,EQ,09-MAY-2007,10,1,10,,,,,,,,,,,,,,,INE061F01013
SBIN,State Bank of India,EQ,01-MAR-1995,1,1,1,,,,,,,,,,,,,,,INE062A01020
ALICON,Alicon Castalloy Limited,EQ,29-SEP-2006,5,1,5,,,,,,,,,,,,,,,INE062D01024
POCL,Pondy Oxides & Chemicals Limited,EQ,06-MAR-2023,5,1,5,,,,,,,,,,,,,,,INE063E01053
EQUITASBNK,Equitas Small Finance Bank Limited,EQ,02-NOV-2020,10,1,10,,,,,,,,,,,,,,,INE063P01018
TRIDENT,Trident Limited,EQ,21-FEB-2001,1,1,1,,,,,,,,,,,,,,,INE064C01022
AEROENTER,Aeroflex Enterprises Limited,EQ,21-NOV-2022,2,1,2,,,,,,,,,,,,,,,INE065D01027
TPHQ,Teamo Productions HQ Limited,EQ,30-JAN-2009,1,1,1,,,,,,,,,,,,,,,INE065J01024
INDGN,Indegene Limited,EQ,13-MAY-2024,2,1,2,,,,,,,,,,,,,,,INE065X01017
EICHERMOT,Eicher Motors Limited,EQ,07-SEP-2004,1,1,1,,,,,,,,,,,,,,,INE066A01021
HAL,Hindustan Aeronautics Limited,EQ,28-MAR-2018,5,1,5,,,,,,,,,,,,,,,INE066F01020
WONDERLA,Wonderla Holidays Limited,EQ,09-MAY-2014,10,1,10,,,,,,,,,,,,,,,INE066O01014
INOXWIND,Inox Wind Limited,EQ,09-APR-2015,10,1,10,,,,,,,,,,,,,,,INE066P01011
CGPOWER,CG Power and Industrial Solutions Limited,EQ,01-MAR-1995,2,1,2,,,,,,,,,,,,,,,INE067A01029
CANTABIL,Cantabil Retail India Limited,EQ,12-OCT-2010,2,1,2,,,,,,,,,,,,,,,INE068L01024
GLAND,Gland Pharma Limited,EQ,20-NOV-2020,1,1,1,,,,,,,,,,,,,,,INE068V01023
EMBDL,Embassy Developments Limited,BE,23-MAR-2007,2,1,2,,,,,,,,,,,,,,,INE069I01010
GENSOL,Gensol Engineering Limited,BZ,03-JUL-2023,10,1,10,,,,,,,,,,,,,,,INE06H201014
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,EQ,04-SEP-2024,2,1,2,,,,,,,,,,,,,,,INE06HJ01020
OSIAHYPER,Osia Hyper Retail Limited,EQ,01-DEC-2022,1,1,1,,,,,,,,,,,,,,,INE06IR01021
INDIQUBE,Indiqube Spaces Limited,EQ,30-JUL-2025,1,1,1,,,,,,,,,,,,,,,INE06ST01018
LAXMIINDIA,Laxmi India Finance Limited,EQ,05-AUG-2025,5,1,5,,,,,,,,,,,,,,,INE06WU01026
GEMAROMA,Gem Aromatics Limited,EQ,26-AUG-2025,2,1,2,,,,,,,,,,,,,,,INE06XZ01023
SHANTIGOLD,Shanti Gold International Limited,EQ,01-AUG-2025,10,1,10,,,,,,,,,,,,,,,INE06ZD01017
SHREECEM,SHREE CEMENT LIMITED,EQ,26-APR-1995,10,1,10,,,,,,,,,,,,,,,INE070A01015
COMPINFO,Compuage Infocom Limited,BZ,07-JUL-2016,2,1,2,,,,,,,,,,,,,,,INE070C01037
JAICORPLTD,Jai Corp Limited,EQ,26-NOV-1997,1,1,1,,,,,,,,,,,,,,,INE070D01027
INSECTICID,Insecticides (India) Limited,EQ,30-MAY-2007,10,1,10,,,,,,,,,,,,,,,INE070I01018
BILVYAPAR,BIL VYAPAR LIMITED,BE,27-SEP-2006,10,1,10,,,,,,,,,,,,,,,INE071A01013
MENONBE,Menon Bearings Limited,EQ,09-MAR-2015,1,1,1,,,,,,,,,,,,,,,INE071D01033
UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-AUG-2010,1,1,1,,,,,,,,,,,,,,,INE071E01023
APCL,Anjani Portland Cement Limited,EQ,10-APR-2017,10,1,10,,,,,,,,,,,,,,,INE071F01012
EPIGRAL,Epigral Limited,EQ,18-AUG-2021,10,1,10,,,,,,,,,,,,,,,INE071N01016
SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,17-JUL-1996,10,1,10,,,,,,,,,,,,,,,INE073D01013
ASALCBR,Associated Alcohols & Breweries Ltd.,EQ,12-FEB-2020,10,1,10,,,,,,,,,,,,,,,INE073G01016
SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-JUN-2021,10,1,10,,,,,,,,,,,,,,,INE073K01018
COMSYN,Commercial Syn Bags Limited,BE,23-JAN-2024,10,1,10,,,,,,,,,,,,,,,INE073V01015
PRAJIND,Praj Industries Limited,EQ,11-OCT-1995,2,1,2,,,,,,,,,,,,,,,INE074A01025
PARACABLES,Paramount Communications Limited,EQ,03-JAN-2007,2,1,2,,,,,,,,,,,,,,,INE074B01023
WIPRO,Wipro Limited,EQ,08-NOV-1995,2,1,2,,,,,,,,,,,,,,,INE075A01022
SICALLOG,Sical Logistics Limited,BE,12-OCT-2023,10,1,10,,,,,,,,,,,,,,,INE075B01020
GMBREW,GM Breweries Limited,EQ,23-AUG-1995,10,1,10,,,,,,,,,,,,,,,INE075D01018
HCG,Healthcare Global Enterprises Limited,EQ,30-MAR-2016,10,1,10,,,,,,,,,,,,,,,INE075I01017
SIYSIL,Siyaram Silk Mills Limited,EQ,29-JAN-2007,2,1,2,,,,,,,,,,,,,,,INE076B01028
IFBAGRO,IFB Agro Industries Limited,EQ,03-APR-1996,10,1,10,,,,,,,,,,,,,,,INE076C01018
GOCLCORP,GOCL Corporation Limited,EQ,26-JUN-2014,2,1,2,,,,,,,,,,,,,,,INE077F01035
VIKRAMSOLR,Vikram Solar Limited,EQ,26-AUG-2025,10,1,10,,,,,,,,,,,,,,,INE078V01014
AMBUJACEM,Ambuja Cements Limited,EQ,18-FEB-1998,2,1,2,,,,,,,,,,,,,,,INE079A01024
GATEWAY,Gateway Distriparks Limited,EQ,22-MAR-2022,10,1,10,,,,,,,,,,,,,,,INE079J01017
ZAGGLE,Zaggle Prepaid Ocean Services Limited,EQ,22-SEP-2023,1,1,1,,,,,,,,,,,,,,,INE07K301024
EASEMYTRIP,Easy Trip Planners Limited,EQ,19-MAR-2021,1,1,1,,,,,,,,,,,,,,,INE07O001026
NDRAUTO,Ndr Auto Components Limited,EQ,30-JUL-2020,10,1,10,,,,,,,,,,,,,,,INE07OG01012
SUPRIYA,Supriya Lifescience Limited,EQ,28-DEC-2021,2,1,2,,,,,,,,,,,,,,,INE07RO01027
PAVNAIND,Pavna Industries Limited,EQ,01-JUN-2023,1,1,1,,,,,,,,,,,,,,,INE07S101038
RBA,Restaurant Brands Asia Limited,EQ,14-DEC-2020,10,1,10,,,,,,,,,,,,,,,INE07T201019
IRMENERGY,IRM Energy Limited,EQ,26-OCT-2023,10,1,10,,,,,,,,,,,,,,,INE07U701015
POWERINDIA,Hitachi Energy India Limited,EQ,30-MAR-2020,2,1,2,,,,,,,,,,,,,,,INE07Y701011
WEIZMANIND,Weizmann Limited,EQ,10-MAY-1995,10,1,10,,,,,,,,,,,,,,,INE080A01014
KOHINOOR,Kohinoor Foods Limited,EQ,20-OCT-1999,10,1,10,,,,,,,,,,,,,,,INE080B01012
LLOYDSENT,Lloyds Enterprises Limited,EQ,17-OCT-2024,1,1,1,,,,,,,,,,,,,,,INE080I01025
TATASTEEL,Tata Steel Limited,EQ,18-NOV-1998,1,1,1,,,,,,,,,,,,,,,INE081A01020
KOPRAN,Kopran Limited,EQ,09-JUN-1999,10,1,10,,,,,,,,,,,,,,,INE082A01010
WEWIN,WE WIN LIMITED,EQ,15-JUN-2022,10,1,10,,,,,,,,,,,,,,,INE082W01014
MOREPENLAB,Morepen Laboratories Limited,EQ,24-NOV-1999,2,1,2,,,,,,,,,,,,,,,INE083A01026
THEMISMED,Themis Medicare Limited,EQ,02-APR-2007,1,1,1,,,,,,,,,,,,,,,INE083B01024
PLASTIBLEN,Plastiblends India Limited,EQ,28-DEC-2006,5,1,5,,,,,,,,,,,,,,,INE083C01022
BALPHARMA,Bal Pharma Limited,EQ,08-MAY-2006,10,1,10,,,,,,,,,,,,,,,INE083D01012
BANKINDIA,Bank of India,EQ,30-APR-1997,10,1,10,,,,,,,,,,,,,,,INE084A01016
AMANTA,Amanta Healthcare Limited,EQ,09-SEP-2025,10,1,10,,,,,,,,,,,,,,,INE084K01015
RACE,Race Eco Chain Limited,EQ,09-MAY-2023,10,1,10,,,,,,,,,,,,,,,INE084Q01012
WEWORK,WeWork India Management Limited,EQ,10-OCT-2025,10,1,10,,,,,,,,,,,,,,,INE085001019
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,EQ,14-JUN-1995,10,1,10,,,,,,,,,,,,,,,INE085A01013
THANGAMAYL,Thangamayil Jewellery Limited,EQ,19-FEB-2010,10,1,10,,,,,,,,,,,,,,,INE085J01014
ELECTCAST,Electrosteel Castings Limited,EQ,20-JUN-2003,1,1,1,,,,,,,,,,,,,,,INE086A01029
KESORAMIND,Kesoram Industries Limited,BE,06-SEP-1995,10,1,10,,,,,,,,,,,,,,,INE087A01019
ANIKINDS,Anik Industries Limited,EQ,21-MAY-2008,10,1,10,,,,,,,,,,,,,,,INE087B01017
RENUKA,Shree Renuka Sugars Limited,EQ,31-OCT-2005,1,1,1,,,,,,,,,,,,,,,INE087H01022
AAKASH,Aakash Exploration Services Limited,EQ,29-SEP-2020,1,1,1,,,,,,,,,,,,,,,INE087Z01024
PARADEEP,Paradeep Phosphates Limited,EQ,27-MAY-2022,10,1,10,,,,,,,,,,,,,,,INE088F01024
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,30-MAY-2003,1,1,1,,,,,,,,,,,,,,,INE089A01031
STLTECH,Sterlite Technologies Limited,EQ,08-DEC-2000,2,1,2,,,,,,,,,,,,,,,INE089C01029
MUFIN,Mufin Green Finance Limited,EQ,06-NOV-2023,1,1,1,,,,,,,,,,,,,,,INE08KJ01020
DCMNVL,DCM Nouvelle Limited,EQ,16-JUL-2019,10,1,10,,,,,,,,,,,,,,,INE08KP01019
KRSNAA,Krsnaa Diagnostics Limited,EQ,16-AUG-2021,5,1,5,,,,,,,,,,,,,,,INE08LI01020
MBEL,M & B Engineering Limited,EQ,06-AUG-2025,10,1,10,,,,,,,,,,,,,,,INE08N601015
SANSTAR,Sanstar Limited,EQ,26-JUL-2024,2,1,2,,,,,,,,,,,,,,,INE08NE01025
ABCOTS,A B Cotspin India Limited,EQ,24-SEP-2025,10,1,10,,,,,,,,,,,,,,,INE08PH01015
SAMHI,Samhi Hotels Limited,EQ,22-SEP-2023,1,1,1,,,,,,,,,,,,,,,INE08U801020
GREENPANEL,Greenpanel Industries Limited,EQ,23-OCT-2019,1,1,1,,,,,,,,,,,,,,,INE08ZM01014
SCODATUBES,Scoda Tubes Limited,EQ,04-JUN-2025,10,1,10,,,,,,,,,,,,,,,INE090501011
ICICIBANK,ICICI Bank Limited,EQ,17-SEP-1997,2,1,2,,,,,,,,,,,,,,,INE090A01021
OMAXAUTO,Omax Autos Limited,EQ,20-FEB-2003,10,1,10,,,,,,,,,,,,,,,INE090B01011
JAIBALAJI,Jai Balaji Industries Limited,EQ,09-DEC-2003,2,1,2,,,,,,,,,,,,,,,INE091G01026
TATACHEM,Tata Chemicals Limited,EQ,01-APR-1999,10,1,10,,,,,,,,,,,,,,,INE092A01019
INDNIPPON,India Nippon Electricals Limited,EQ,07-MAY-1997,5,1,5,,,,,,,,,,,,,,,INE092B01025
IDFCFIRSTB,IDFC First Bank Limited,EQ,06-NOV-2015,10,1,10,,,,,,,,,,,,,,,INE092T01019
HEXT,Hexaware Technologies Limited,EQ,19-FEB-2025,1,1,1,,,,,,,,,,,,,,,INE093A01041
OBEROIRLTY,Oberoi Realty Limited,EQ,20-OCT-2010,10,1,10,,,,,,,,,,,,,,,INE093I01010
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ,18-JUL-2016,1,1,1,,,,,,,,,,,,,,,INE093R01011
HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,17-JUN-1998,10,1,10,,,,,,,,,,,,,,,INE094A01015
KOLTEPATIL,Kolte - Patil Developers Limited,EQ,13-DEC-2007,10,1,10,,,,,,,,,,,,,,,INE094I01018
UTIAMC,UTI Asset Management Company Limited,EQ,12-OCT-2020,10,1,10,,,,,,,,,,,,,,,INE094J01016
INDUSINDBK,IndusInd Bank Limited,EQ,28-JAN-1998,10,1,10,,,,,,,,,,,,,,,INE095A01012
PPAP,PPAP Automotive Limited,EQ,11-JAN-2008,10,1,10,,,,,,,,,,,,,,,INE095I01015
NBCC,NBCC (India) Limited,EQ,12-APR-2012,1,1,1,,,,,,,,,,,,,,,INE095N01031
NUCLEUS,Nucleus Software Exports Limited,EQ,19-DEC-2002,10,1,10,,,,,,,,,,,,,,,INE096B01018
VCL,Vaxtex Cotfab Limited,BE,19-APR-2022,1,1,1,,,,,,,,,,,,,,,INE098201036
AMRUTANJAN,Amrutanjan Health Care Limited,EQ,02-JAN-2015,1,1,1,,,,,,,,,,,,,,,INE098F01031
SREEL,Sreeleathers Limited,EQ,01-JAN-2014,10,1,10,,,,,,,,,,,,,,,INE099F01013
MIDHANI,Mishra Dhatu Nigam Limited,EQ,04-APR-2018,10,1,10,,,,,,,,,,,,,,,INE099Z01011
RVHL,Ravinder Heights Limited,EQ,18-DEC-2020,1,1,1,,,,,,,,,,,,,,,INE09E501017
AARTISURF,Aarti Surfactants Limited,EQ,14-JUL-2020,10,1,10,,,,,,,,,,,,,,,INE09EO01013
ATAM,Atam Valves Limited,EQ,10-MAY-2023,10,1,10,,,,,,,,,,,,,,,INE09KD01013
FLUOROCHEM,Gujarat Fluorochemicals Limited,EQ,16-OCT-2019,1,1,1,,,,,,,,,,,,,,,INE09N301011
INDIGOPNTS,Indigo Paints Limited,EQ,02-FEB-2021,10,1,10,,,,,,,,,,,,,,,INE09VQ01012
AKUMS,Akums Drugs and Pharmaceuticals Limited,EQ,06-AUG-2024,2,1,2,,,,,,,,,,,,,,,INE09XN01023
SIGMA,Sigma Solve Limited,EQ,09-JUN-2023,1,1,1,,,,,,,,,,,,,,,INE0A0S01028
DCI,Dc Infotech And Communication Limited,EQ,19-OCT-2022,10,1,10,,,,,,,,,,,,,,,INE0A1101019
VPRPL,Vishnu Prakash R Punglia Limited,EQ,05-SEP-2023,10,1,10,,,,,,,,,,,,,,,INE0AE001013
CEIGALL,Ceigall India Limited,EQ,08-AUG-2024,5,1,5,,,,,,,,,,,,,,,INE0AG901020
HEMIPROP,Hemisphere Properties India Limited,EQ,22-OCT-2020,10,1,10,,,,,,,,,,,,,,,INE0AJG01018
ADVAIT,Advait Energy Transitions Limited,EQ,20-JAN-2026,10,1,10,,,,,,,,,,,,,,,INE0ALI01010
ATALREAL,Atal Realtech Limited,EQ,12-MAY-2023,2,1,2,,,,,,,,,,,,,,,INE0ALR01029
MGEL,Mangalam Global Enterprise Limited,EQ,23-DEC-2020,1,1,1,,,,,,,,,,,,,,,INE0APB01032
THELEELA,Leela Palaces Hotels & Resorts Limited,EQ,02-JUN-2025,10,1,10,,,,,,,,,,,,,,,INE0AQ201015
KRONOX,Kronox Lab Sciences Limited,EQ,10-JUN-2024,10,1,10,,,,,,,,,,,,,,,INE0ATZ01017
DJML,DJ Mediaprint & Logistics Limited,EQ,05-DEC-2022,10,1,10,,,,,,,,,,,,,,,INE0B1K01014
BANSALWIRE,Bansal Wire Industries Limited,EQ,10-JUL-2024,5,1,5,,,,,,,,,,,,,,,INE0B9K01025
GOCOLORS,Go Fashion (India) Limited,EQ,30-NOV-2021,10,1,10,,,,,,,,,,,,,,,INE0BJS01011
PREMIERENE,Premier Energies Limited,EQ,03-SEP-2024,1,1,1,,,,,,,,,,,,,,,INE0BS701011
KAMOPAINTS,Kamdhenu Ventures Limited,EQ,24-JAN-2023,1,1,1,,,,,,,,,,,,,,,INE0BTI01037
SECMARK,SecMark Consultancy Limited,EQ,16-OCT-2023,10,1,10,,,,,,,,,,,,,,,INE0BTM01013
MAPMYINDIA,C.E. Info Systems Limited,EQ,21-DEC-2021,2,1,2,,,,,,,,,,,,,,,INE0BV301023
AETHER,Aether Industries Limited,EQ,03-JUN-2022,10,1,10,,,,,,,,,,,,,,,INE0BWX01014
PROSTARM,Prostarm Info Systems Limited,EQ,03-JUN-2025,10,1,10,,,,,,,,,,,,,,,INE0BX301013
JUBLINGREA,Jubilant Ingrevia Limited,EQ,19-MAR-2021,1,1,1,,,,,,,,,,,,,,,INE0BY001018
OSWALPUMPS,Oswal Pumps Limited,EQ,20-JUN-2025,1,1,1,,,,,,,,,,,,,,,INE0BYP01024
URBANCO,Urban Company Limited,EQ,17-SEP-2025,1,1,1,,,,,,,,,,,,,,,INE0CAZ01013
MUKKA,Mukka Proteins Limited,EQ,07-MAR-2024,1,1,1,,,,,,,,,,,,,,,INE0CG401037
MAXIND,Max India Limited,EQ,28-AUG-2020,10,1,10,,,,,,,,,,,,,,,INE0CG601016
ADL,Archidply Decor Limited,EQ,01-OCT-2020,10,1,10,,,,,,,,,,,,,,,INE0CHO01012
KMEW,Knowledge Marine & Engineering Works Limited,EQ,14-NOV-2024,5,1,5,,,,,,,,,,,,,,,INE0CJD01029
WCIL,Western Carriers (India) Limited,EQ,24-SEP-2024,5,1,5,,,,,,,,,,,,,,,INE0CJF01024
RATEGAIN,Rategain Travel Technologies Limited,EQ,17-DEC-2021,1,1,1,,,,,,,,,,,,,,,INE0CLI01024
MOL,Meghmani Organics Limited,EQ,18-AUG-2021,1,1,1,,,,,,,,,,,,,,,INE0CT101020
GMRP&UI,GMR Power and Urban Infra Limited,EQ,23-MAR-2022,5,1,5,,,,,,,,,,,,,,,INE0CU601026
ANTHEM,Anthem Biosciences Limited,EQ,21-JUL-2025,2,1,2,,,,,,,,,,,,,,,INE0CZ201020
SIGACHI,Sigachi Industries Limited,EQ,15-NOV-2021,1,1,1,,,,,,,,,,,,,,,INE0D0K01022
AAATECH,AAA Technologies Limited,BE,28-NOV-2022,10,1,10,,,,,,,,,,,,,,,INE0D0U01013
IPL,India Pesticides Limited,EQ,05-JUL-2021,1,1,1,,,,,,,,,,,,,,,INE0D6701023
KSOLVES,Ksolves India Limited,EQ,23-SEP-2022,5,1,5,,,,,,,,,,,,,,,INE0D6I01023
RVTH,Revathi Equipment India Limited,EQ,11-SEP-2024,10,1,10,,,,,,,,,,,,,,,INE0DAB01012
RAILTEL,Railtel Corporation Of India Limited,EQ,26-FEB-2021,10,1,10,,,,,,,,,,,,,,,INE0DD101019
PPLPHARMA,Piramal Pharma Limited,EQ,19-OCT-2022,10,1,10,,,,,,,,,,,,,,,INE0DK501011
FAIRCHEMOR,Fairchem Organics Limited,EQ,24-DEC-2020,10,1,10,,,,,,,,,,,,,,,INE0DNW01011
NURECA,Nureca Limited,EQ,25-FEB-2021,10,1,10,,,,,,,,,,,,,,,INE0DSF01015
INNOVACAP,Innova Captab Limited,EQ,29-DEC-2023,10,1,10,,,,,,,,,,,,,,,INE0DUT01020
SYRMA,Syrma SGS Technology Limited,EQ,26-AUG-2022,10,1,10,,,,,,,,,,,,,,,INE0DYJ01015
WAKEFIT,Wakefit Innovations Limited,EQ,15-DEC-2025,1,1,1,,,,,,,,,,,,,,,INE0E7301029
HMAAGRO,HMA Agro Industries Limited,EQ,04-JUL-2023,1,1,1,,,,,,,,,,,,,,,INE0ECP01024
BTML,Bodhi Tree Multimedia Limited,EQ,15-FEB-2023,1,1,1,,,,,,,,,,,,,,,INE0EEJ01023
TARC,TARC Limited,EQ,18-DEC-2020,2,1,2,,,,,,,,,,,,,,,INE0EK901012
NPST,Network People Services Technologies Limited,EQ,30-APR-2025,10,1,10,,,,,,,,,,,,,,,INE0FFK01017
DEEPINDS,Deep Industries Limited,EQ,27-APR-2021,5,1,5,,,,,,,,,,,,,,,INE0FHS01024
MOTISONS,Motisons Jewellers Limited,EQ,26-DEC-2023,1,1,1,,,,,,,,,,,,,,,INE0FRK01020
MSUMI,Motherson Sumi Wiring India Limited,EQ,28-MAR-2022,1,1,1,,,,,,,,,,,,,,,INE0FS801015
MARKOLINES,Markolines Pavement Technologies Limited,EQ,14-OCT-2025,10,1,10,,,,,,,,,,,,,,,INE0FW001016
LEMERITE,Le Merite Exports Limited,EQ,12-DEC-2025,10,1,10,,,,,,,,,,,,,,,INE0G1L01017
EPACK,EPACK Durable Limited,EQ,30-JAN-2024,10,1,10,,,,,,,,,,,,,,,INE0G5901015
EXXARO,Exxaro Tiles Limited,BE,16-AUG-2021,1,1,1,,,,,,,,,,,,,,,INE0GFE01026
KRISHIVAL,Krishival Foods Limited,EQ,20-JUN-2025,10,1,10,,,,,,,,,,,,,,,INE0GGO01015
UMAEXPORTS,Uma Exports Limited,EQ,07-APR-2022,10,1,10,,,,,,,,,,,,,,,INE0GIU01018
TATVA,Tatva Chintan Pharma Chem Limited,EQ,29-JUL-2021,10,1,10,,,,,,,,,,,,,,,INE0GK401011
HPAL,HP Adhesives Limited,EQ,27-DEC-2021,2,1,2,,,,,,,,,,,,,,,INE0GSL01024
ALLTIME,All Time Plastics Limited,EQ,14-AUG-2025,2,1,2,,,,,,,,,,,,,,,INE0GV601021
WINDLAS,Windlas Biotech Limited,EQ,16-AUG-2021,5,1,5,,,,,,,,,,,,,,,INE0H5O01029
ARISINFRA,Arisinfra Solutions Limited,EQ,25-JUN-2025,2,1,2,,,,,,,,,,,,,,,INE0H9P01028
FABTECH,Fabtech Technologies Limited,EQ,07-OCT-2025,10,1,10,,,,,,,,,,,,,,,INE0HF201011
MOBIKWIK,One Mobikwik Systems Limited,EQ,18-DEC-2024,2,1,2,,,,,,,,,,,,,,,INE0HLU01028
TRACXN,Tracxn Technologies Limited,EQ,20-OCT-2022,1,1,1,,,,,,,,,,,,,,,INE0HMF01019
GROWW,Billionbrains Garage Ventures Limited,EQ,12-NOV-2025,2,1,2,,,,,,,,,,,,,,,INE0HOQ01053
DDEVPLSTIK,Ddev Plastiks Industries Limited,EQ,15-JAN-2025,1,1,1,,,,,,,,,,,,,,,INE0HR601026
IXIGO,Le Travenues Technology Limited,EQ,18-JUN-2024,1,1,1,,,,,,,,,,,,,,,INE0HV901016
PRABHA,Prabha Energy Limited,EQ,19-MAR-2025,1,1,1,,,,,,,,,,,,,,,INE0I0M01023
DBOL,Dhampur Bio Organics Limited,EQ,08-SEP-2022,10,1,10,,,,,,,,,,,,,,,INE0I3401014
LATENTVIEW,Latent View Analytics Limited,EQ,23-NOV-2021,1,1,1,,,,,,,,,,,,,,,INE0I7C01011
CAPILLARY,Capillary Technologies India Limited,EQ,21-NOV-2025,2,1,2,,,,,,,,,,,,,,,INE0ILV01024
PLAZACABLE,Plaza Wires Limited,EQ,12-OCT-2023,10,1,10,,,,,,,,,,,,,,,INE0INJ01017
AEGISVOPAK,Aegis Vopak Terminals Limited,EQ,02-JUN-2025,10,1,10,,,,,,,,,,,,,,,INE0INX01018
VERANDA,Veranda Learning Solutions Limited,EQ,11-APR-2022,10,1,10,,,,,,,,,,,,,,,INE0IQ001011
DATAPATTNS,Data Patterns (India) Limited,EQ,24-DEC-2021,2,1,2,,,,,,,,,,,,,,,INE0IX101010
RPTECH,Rashi Peripherals Limited,EQ,14-FEB-2024,5,1,5,,,,,,,,,,,,,,,INE0J1F01024
LICI,Life Insurance Corporation Of India,EQ,17-MAY-2022,10,1,10,,,,,,,,,,,,,,,INE0J1Y01017
HONASA,Honasa Consumer Limited,EQ,07-NOV-2023,10,1,10,,,,,,,,,,,,,,,INE0J5401028
KRISHNADEF,Krishna Defence And Allied Industries Limited,EQ,30-DEC-2025,10,1,10,,,,,,,,,,,,,,,INE0J5601015
JSLL,Jeena Sikho Lifecare Limited,EQ,11-AUG-2025,2,1,2,,,,,,,,,,,,,,,INE0J5801029
VENUSPIPES,Venus Pipes & Tubes Limited,EQ,24-MAY-2022,10,1,10,,,,,,,,,,,,,,,INE0JA001018
NRL,Nupur Recyclers Limited,EQ,12-JAN-2023,10,1,10,,,,,,,,,,,,,,,INE0JM501013
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,EQ,07-AUG-2023,10,1,10,,,,,,,,,,,,,,,INE0JO301016
SANATHAN,Sanathan Textiles Limited,EQ,27-DEC-2024,10,1,10,,,,,,,,,,,,,,,INE0JPD01013
YATRA,Yatra Online Limited,EQ,28-SEP-2023,1,1,1,,,,,,,,,,,,,,,INE0JR601024
DREAMFOLKS,Dreamfolks Services Limited,EQ,06-SEP-2022,2,1,2,,,,,,,,,,,,,,,INE0JS101016
GSLSU,Global Surfaces Limited,BE,23-MAR-2023,10,1,10,,,,,,,,,,,,,,,INE0JSX01015
HARSHA,Harsha Engineers International Limited,EQ,26-SEP-2022,10,1,10,,,,,,,,,,,,,,,INE0JUS01029
GARUDA,Garuda Construction and Engineering Limited,EQ,15-OCT-2024,5,1,5,,,,,,,,,,,,,,,INE0JVO01026
VALIANTLAB,Valiant Laboratories Limited,EQ,06-OCT-2023,10,1,10,,,,,,,,,,,,,,,INE0JWS01017
MWL,Mangalam Worldwide Limited,EQ,18-SEP-2025,10,1,10,,,,,,,,,,,,,,,INE0JYY01011
BLUEJET,Blue Jet Healthcare Limited,EQ,01-NOV-2023,2,1,2,,,,,,,,,,,,,,,INE0KBH01020
EUREKAFORB,Eureka Forbes Limited,EQ,11-SEP-2024,10,1,10,,,,,,,,,,,,,,,INE0KCE01017
SIGNPOST,Signpost India Limited,EQ,14-FEB-2024,2,1,2,,,,,,,,,,,,,,,INE0KGZ01021
RHETAN,Rhetan TMT Limited,EQ,26-SEP-2025,1,1,1,,,,,,,,,,,,,,,INE0KKN01029
DCXINDIA,DCX Systems Limited,EQ,11-NOV-2022,2,1,2,,,,,,,,,,,,,,,INE0KL801015
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ,03-OCT-2023,10,1,10,,,,,,,,,,,,,,,INE0KNT01012
KNAGRI,KN Agri Resources Limited,EQ,09-DEC-2025,10,1,10,,,,,,,,,,,,,,,INE0KNW01016
BAJEL,Bajel Projects Limited,EQ,19-DEC-2023,2,1,2,,,,,,,,,,,,,,,INE0KQN01018
MODIS,Modis Navnirman Limited,EQ,14-NOV-2025,10,1,10,,,,,,,,,,,,,,,INE0L0L01012
GOPAL,Gopal Snacks Limited,EQ,14-MAR-2024,1,1,1,,,,,,,,,,,,,,,INE0L9R01028
AVALON,Avalon Technologies Limited,EQ,18-APR-2023,2,1,2,,,,,,,,,,,,,,,INE0LCL01028
ATHERENERG,Ather Energy Limited,EQ,06-MAY-2025,1,1,1,,,,,,,,,,,,,,,INE0LEZ01016
EIEL,Enviro Infra Engineers Limited,EQ,29-NOV-2024,10,1,10,,,,,,,,,,,,,,,INE0LLY01014
CELLO,Cello World Limited,EQ,06-NOV-2023,5,1,5,,,,,,,,,,,,,,,INE0LMW01024
